dim 1	dim 2	dim 3	dim 4	dim 5	sample_type	sample	sample_type_binary
0.14944	0.39612	-0.09966	0.12134	0.07026	type 4	sample 1127	bad
0.41591	0.3349	0.00108	0.15126	0.07283	type 5	sample 1128	bad
0.40787	0.33831	0.00053	0.15405	0.06923	type 5	sample 1129	bad
0.17892	0.40968	0.0582	0.11399	0.07548	type 3	sample 1130	bad
0.3932	0.34173	0.00032	0.15372	0.07433	type 5	sample 1131	bad
0.14902	0.48247	0.02907	0.19758	0.07492	type 1	sample 1132	good
0.11097	0.20624	0.00638	0.18887	0.13	type 2	sample 1133	bad
0.14347	0.46232	0.0348	0.19267	0.06142	type 1	sample 1134	good
0.15389	0.47995	0.02533	0.19501	0.07691	type 1	sample 1135	good
0.14462	0.46628	0.03327	0.19088	0.06333	type 1	sample 1136	good
0.14806	0.48046	0.03035	0.19629	0.07442	type 1	sample 1137	good
0.1485	0.39991	-0.0997	0.11642	0.06961	type 4	sample 1138	bad
0.40532	0.3393	-0.00194	0.1522	0.07355	type 5	sample 1139	bad
0.11371	0.20899	0.0136	0.17002	-0.00318	type 2	sample 1140	bad
0.11193	0.20967	0.00371	0.18655	0.11492	type 2	sample 1141	bad
0.15348	0.48194	0.02358	0.19559	0.07995	type 1	sample 1142	good
0.10868	0.20381	0.01006	0.18514	0.08779	type 2	sample 1143	bad
0.13408	0.3267	0.12434	-0.03041	0.08012	type 3	sample 1144	bad
0.1524	0.47965	0.02596	0.19496	0.07583	type 1	sample 1145	good
0.14677	0.39848	-0.10159	0.11419	0.07329	type 4	sample 1146	good
0.14937	0.39389	-0.10095	0.11375	0.07427	type 4	sample 1147	bad
0.15448	0.47883	0.0237	0.19697	0.07766	type 1	sample 1148	good
0.16978	0.32896	0.09564	0.01308	0.08083	type 3	sample 1149	good
0.1447	0.46447	0.03789	0.19277	0.06146	type 1	sample 1150	good
0.14762	0.3768	-0.11144	0.11087	0.07803	type 4	sample 1151	good
0.11223	0.20894	0.00424	0.18517	0.11666	type 2	sample 1152	bad
0.10894	0.20276	0.01356	0.18696	0.07744	type 2	sample 1153	bad
0.14444	0.46676	0.0351	0.19111	0.05923	type 1	sample 1154	good
0.14756	0.47879	0.03405	0.19448	0.07372	type 1	sample 1155	good
0.14659	0.40001	-0.09998	0.11507	0.06895	type 4	sample 1156	good
0.14509	0.46246	0.03259	0.19075	0.0637	type 1	sample 1157	good
0.10983	0.20361	0.01189	0.18683	0.07023	type 2	sample 1158	bad
0.16889	0.41776	0.05574	0.11914	0.07719	type 3	sample 1159	good
0.11323	0.20937	0.01476	0.17124	-0.01005	type 2	sample 1160	bad
0.18853	0.42826	0.04007	0.14395	0.07709	type 3	sample 1161	bad
0.14918	0.39196	-0.10403	0.11329	0.076	type 4	sample 1162	bad
0.41377	0.33489	0.00131	0.15296	0.07463	type 5	sample 1163	bad
0.11134	0.21296	0.01574	0.17472	-0.00645	type 2	sample 1164	bad
0.147	0.39905	-0.09024	0.12228	0.07098	type 4	sample 1165	bad
0.11172	0.20952	0.0017	0.18723	0.11571	type 2	sample 1166	bad
0.40369	0.33895	5e-05	0.15308	0.0712	type 5	sample 1167	bad
0.18385	0.4199	0.05167	0.1325	0.07814	type 3	sample 1168	good
0.41445	0.335	-0.00125	0.15068	0.07416	type 5	sample 1169	good
0.21253	0.39306	0.05697	0.10822	0.07623	type 3	sample 1170	good
0.11026	0.20746	0.008	0.18685	0.11427	type 2	sample 1171	bad
0.14681	0.39114	-0.09468	0.11675	0.07036	type 4	sample 1172	good
0.1414	0.37143	-0.08952	0.12053	0.07205	type 4	sample 1173	good
0.14191	0.4623	0.03687	0.18901	0.05574	type 1	sample 1174	good
0.15416	0.48141	0.03469	0.20021	0.07225	type 1	sample 1175	good
0.14292	0.3853	-0.079	0.12499	0.07728	type 4	sample 1176	good
0.41394	0.33435	-0.0025	0.14952	0.07132	type 5	sample 1177	bad
0.1493	0.48398	0.03027	0.1969	0.07344	type 1	sample 1178	good
0.11168	0.21013	0.01844	0.17078	-4e-05	type 2	sample 1179	bad
0.14554	0.39981	-0.08732	0.12051	0.07359	type 4	sample 1180	good
0.1444	0.38712	-0.11731	0.10347	0.07501	type 4	sample 1181	good
0.1447	0.46821	0.03025	0.19076	0.06186	type 1	sample 1182	good
0.15663	0.47896	0.02541	0.19521	0.07628	type 1	sample 1183	good
0.15158	0.48227	0.03464	0.19765	0.06981	type 1	sample 1184	good
0.41527	0.33504	0.00045	0.15453	0.07209	type 5	sample 1185	bad
0.14468	0.36417	-0.08945	0.12148	0.07457	type 4	sample 1186	good
0.11202	0.20661	0.00758	0.18689	0.13309	type 2	sample 1187	bad
0.4028	0.34027	0.00158	0.15188	0.07056	type 5	sample 1188	bad
0.11082	0.20321	0.00555	0.19029	0.12836	type 2	sample 1189	bad
0.15137	0.41713	-0.0775	0.12828	0.07328	type 4	sample 1190	bad
0.14751	0.40301	-0.09974	0.11731	0.07395	type 4	sample 1191	good
0.41345	0.33635	-0.00177	0.15097	0.07408	type 5	sample 1192	bad
0.112	0.21108	0.00633	0.18269	0.12345	type 2	sample 1193	bad
0.10976	0.20263	0.01505	0.1853	0.07272	type 2	sample 1194	bad
0.14603	0.39297	-0.09294	0.12185	0.07464	type 4	sample 1195	good
0.11014	0.21028	0.01175	0.17499	0.01522	type 2	sample 1196	bad
0.14845	0.39579	-0.10283	0.11484	0.07102	type 4	sample 1197	good
0.41145	0.33529	-0.0019	0.15334	0.07344	type 5	sample 1198	bad
0.14026	0.46279	0.03563	0.19331	0.05621	type 1	sample 1199	good
0.11027	0.21092	0.01693	0.16841	-0.00189	type 2	sample 1200	bad
0.14548	0.40028	-0.09979	0.11462	0.07427	type 4	sample 1201	bad
0.15118	0.4803	0.03344	0.19536	0.07444	type 1	sample 1202	good
0.17083	0.47539	0.02742	0.19573	0.0813	type 1	sample 1203	good
0.14898	0.41402	-0.0731	0.12668	0.07168	type 4	sample 1204	good
0.14787	0.42079	-0.06231	0.13408	0.07309	type 4	sample 1205	good
0.11072	0.20994	0.00394	0.18707	0.11447	type 2	sample 1206	bad
0.15302	0.48559	0.03287	0.19996	0.0765	type 1	sample 1207	good
0.11524	0.21509	0.00189	0.18416	0.11245	type 2	sample 1208	bad
0.14773	0.41565	-0.0636	0.13477	0.07515	type 4	sample 1209	good
0.14855	0.38608	-0.10605	0.11316	0.07342	type 4	sample 1210	good
0.13264	0.35364	0.11086	-0.00536	0.08067	type 3	sample 1211	good
0.14634	0.38879	-0.10052	0.11471	0.07071	type 4	sample 1212	bad
0.11203	0.21338	0.01404	0.16986	-0.01107	type 2	sample 1213	bad
0.14451	0.36744	-0.08531	0.12007	0.07166	type 4	sample 1214	bad
0.41278	0.33633	-0.00153	0.15137	0.07285	type 5	sample 1215	good
0.14835	0.39041	-0.10276	0.11342	0.07126	type 4	sample 1216	good
0.14498	0.38693	-0.10152	0.11633	0.06986	type 4	sample 1217	bad
0.14975	0.48065	0.02915	0.19841	0.07253	type 1	sample 1218	good
0.36388	0.36362	0.00734	0.15862	0.07419	type 5	sample 1219	good
0.14439	0.37962	-0.09058	0.12216	0.07256	type 4	sample 1220	bad
0.16181	0.42733	0.05119	0.12774	0.07537	type 3	sample 1221	good
0.14554	0.40506	-0.09384	0.11976	0.07182	type 4	sample 1222	good
0.14868	0.41672	-0.06915	0.12991	0.07157	type 4	sample 1223	bad
0.11453	0.21838	0.01667	0.17501	0.04253	type 2	sample 1224	bad
0.15872	0.47784	0.03076	0.20025	0.07534	type 1	sample 1225	good
0.16572	0.47356	0.02832	0.19683	0.07599	type 1	sample 1226	good
0.11034	0.2101	0.00276	0.18516	0.12236	type 2	sample 1227	bad
0.14108	0.35961	-0.08207	0.1289	0.0749	type 4	sample 1228	good
0.15146	0.41207	0.06988	0.09869	0.07676	type 3	sample 1229	good
0.11226	0.20731	0.00724	0.1832	0.11226	type 2	sample 1230	bad
0.14816	0.42331	-0.06715	0.13125	0.07073	type 4	sample 1231	good
0.11001	0.20753	0.0044	0.18958	0.12417	type 2	sample 1232	bad
0.14869	0.40511	-0.08903	0.11967	0.07476	type 4	sample 1233	good
0.14785	0.39059	-0.10537	0.11159	0.07465	type 4	sample 1234	good
0.11353	0.20716	0.00739	0.18744	0.12354	type 2	sample 1235	bad
0.41208	0.33763	0.00069	0.15023	0.07353	type 5	sample 1236	bad
0.14818	0.48223	0.0298	0.19175	0.07276	type 1	sample 1237	good
0.14462	0.46382	0.03693	0.19092	0.0578	type 1	sample 1238	good
0.41342	0.33543	0.00267	0.1492	0.07205	type 5	sample 1239	bad
0.14733	0.47935	0.03379	0.19343	0.07126	type 1	sample 1240	good
0.40274	0.3398	0.00446	0.15379	0.07265	type 5	sample 1241	bad
0.109	0.20497	0.01249	0.18088	0.07287	type 2	sample 1242	bad
0.15156	0.42277	-0.06777	0.13436	0.07195	type 4	sample 1243	good
0.14698	0.48348	0.03299	0.19678	0.071	type 1	sample 1244	good
0.15496	0.47829	0.0241	0.19608	0.07683	type 1	sample 1245	good
0.41485	0.33513	0.00041	0.14942	0.07395	type 5	sample 1246	good
0.14506	0.40578	-0.08678	0.12486	0.07215	type 4	sample 1247	bad
0.10721	0.20393	0.01151	0.18295	0.06753	type 2	sample 1248	bad
0.40906	0.33558	-0.00217	0.14875	0.07427	type 5	sample 1249	bad
0.41254	0.33263	-0.00098	0.14775	0.07087	type 5	sample 1250	good
0.11147	0.2113	0.00442	0.18175	0.11319	type 2	sample 1251	bad
0.10886	0.20759	0.00467	0.19006	0.12626	type 2	sample 1252	bad
0.40688	0.33693	-0.00046	0.15084	0.07416	type 5	sample 1253	bad
0.1529	0.47975	0.02338	0.19329	0.07452	type 1	sample 1254	good
0.41421	0.33641	5e-05	0.14809	0.06999	type 5	sample 1255	good
0.14583	0.38603	-0.10541	0.11184	0.06925	type 4	sample 1256	good
0.41536	0.33467	0.00442	0.15409	0.06988	type 5	sample 1257	good
0.14909	0.40837	-0.09277	0.11794	0.07153	type 4	sample 1258	good
0.15372	0.47704	0.02337	0.1956	0.07507	type 1	sample 1259	good
0.10789	0.2019	0.0122	0.18079	0.0815	type 2	sample 1260	bad
0.14677	0.39692	-0.10086	0.11476	0.07641	type 4	sample 1261	good
0.14436	0.37731	-0.0978	0.12029	0.0736	type 4	sample 1262	good
0.14822	0.48083	0.02881	0.19538	0.07438	type 1	sample 1263	good
0.14681	0.41383	-0.07577	0.12984	0.07004	type 4	sample 1264	good
0.14656	0.38339	-0.1037	0.11457	0.07252	type 4	sample 1265	bad
0.14796	0.39979	-0.09201	0.1195	0.07053	type 4	sample 1266	good
0.15338	0.47772	0.03258	0.19748	0.07413	type 1	sample 1267	good
0.16622	0.43712	0.048	0.14674	0.07559	type 3	sample 1268	bad
0.15448	0.481	0.02387	0.19965	0.07537	type 1	sample 1269	good
0.1553	0.4792	0.02374	0.19753	0.07442	type 1	sample 1270	good
0.14496	0.37389	-0.12622	0.10027	0.07657	type 4	sample 1271	good
0.14804	0.48166	0.03182	0.1964	0.07294	type 1	sample 1272	good
0.14971	0.42023	-0.06524	0.13095	0.07232	type 4	sample 1273	bad
0.29208	0.35168	-0.03584	0.13966	0.0773	type 5	sample 1274	bad
0.15009	0.38729	-0.10254	0.11621	0.07278	type 4	sample 1275	bad
0.19864	0.42369	0.04219	0.15164	0.07687	type 3	sample 1276	good
0.41515	0.33434	0.00148	0.15167	0.07446	type 5	sample 1277	bad
0.14644	0.38558	-0.07667	0.12703	0.07389	type 4	sample 1278	bad
0.14811	0.40196	-0.10049	0.1171	0.07306	type 4	sample 1279	bad
0.1585	0.42788	0.05712	0.12784	0.07492	type 3	sample 1280	good
0.39688	0.34449	0.00655	0.15441	0.06945	type 5	sample 1281	bad
0.17672	0.43729	0.04517	0.15207	0.07736	type 3	sample 1282	good
0.14707	0.39166	-0.09403	0.11486	0.07355	type 4	sample 1283	good
0.12183	0.34729	0.1204	-0.01809	0.082	type 3	sample 1284	good
0.41561	0.33418	-0.00325	0.14845	0.07245	type 5	sample 1285	good
0.14806	0.39444	-0.09061	0.12025	0.07487	type 4	sample 1286	good
0.14718	0.38376	-0.12259	0.10389	0.07263	type 4	sample 1287	good
0.14615	0.38985	-0.11076	0.11011	0.07008	type 4	sample 1288	bad
0.14556	0.47564	0.03307	0.1928	0.0684	type 1	sample 1289	good
0.11335	0.20957	0.00698	0.18721	0.12786	type 2	sample 1290	bad
0.11253	0.2134	0.00317	0.18403	0.12077	type 2	sample 1291	bad
0.14793	0.39659	-0.09345	0.11615	0.07095	type 4	sample 1292	bad
0.37167	0.35675	0.00611	0.15837	0.0725	type 5	sample 1293	bad
0.10827	0.20608	0.01019	0.18311	0.06723	type 2	sample 1294	bad
0.14949	0.48154	0.03354	0.19645	0.07203	type 1	sample 1295	good
0.14171	0.46614	0.03245	0.19194	0.06016	type 1	sample 1296	good
0.15682	0.47686	0.02968	0.19738	0.07595	type 1	sample 1297	good
0.15472	0.47974	0.02396	0.19506	0.07563	type 1	sample 1298	good
0.14955	0.38979	-0.10425	0.11317	0.07785	type 4	sample 1299	bad
0.14911	0.39161	-0.10327	0.11581	0.07457	type 4	sample 1300	bad
0.41236	0.33657	-0.00187	0.14933	0.07518	type 5	sample 1301	good
0.11147	0.20478	0.01054	0.18265	0.0742	type 2	sample 1302	bad
0.4122	0.33287	0.00183	0.1507	0.07109	type 5	sample 1303	bad
0.14071	0.36595	-0.08553	0.12432	0.07031	type 4	sample 1304	bad
0.14792	0.39269	-0.09944	0.11585	0.07083	type 4	sample 1305	good
0.15779	0.43223	0.05465	0.12562	0.0778	type 3	sample 1306	good
0.14745	0.41086	-0.07664	0.12965	0.072	type 4	sample 1307	good
0.39241	0.34222	-0.00145	0.15269	0.07531	type 5	sample 1308	good
0.17387	0.44866	0.04265	0.161	0.08033	type 3	sample 1309	good
0.1512	0.3877	-0.10476	0.11121	0.07544	type 4	sample 1310	bad
0.15036	0.39335	-0.1045	0.11271	0.07119	type 4	sample 1311	bad
0.41221	0.33653	-0.00169	0.15263	0.07317	type 5	sample 1312	bad
0.24427	0.38367	0.04439	0.11583	0.0716	type 3	sample 1313	good
0.14782	0.4813	0.02961	0.19572	0.07194	type 1	sample 1314	good
0.38667	0.35156	0.00143	0.15267	0.07296	type 5	sample 1315	good
0.15654	0.47971	0.03079	0.19694	0.0802	type 1	sample 1316	good
0.40653	0.33878	9e-05	0.15319	0.07353	type 5	sample 1317	good
0.14552	0.39757	-0.1175	0.10817	0.06894	type 4	sample 1318	good
0.1553	0.47737	0.02594	0.19341	0.07575	type 1	sample 1319	good
0.14462	0.37569	-0.11404	0.10649	0.07085	type 4	sample 1320	good
0.1509	0.47884	0.03137	0.19767	0.07759	type 1	sample 1321	good
0.11172	0.20706	0.00449	0.18835	0.1156	type 2	sample 1322	bad
0.14768	0.40739	-0.10151	0.1153	0.0715	type 4	sample 1323	good
0.14885	0.39068	-0.10803	0.11232	0.07332	type 4	sample 1324	bad
0.11258	0.21107	0.00347	0.18689	0.11819	type 2	sample 1325	bad
0.14975	0.48179	0.03024	0.19714	0.07307	type 1	sample 1326	good
0.15595	0.47851	0.03112	0.19643	0.07826	type 1	sample 1327	good
0.41587	0.33627	-0.0001	0.15014	0.07449	type 5	sample 1328	bad
0.11041	0.20605	0.0087	0.18929	0.13331	type 2	sample 1329	bad
0.15	0.41772	-0.06477	0.13836	0.07228	type 4	sample 1330	bad
0.14084	0.46985	0.03201	0.18993	0.06369	type 1	sample 1331	good
0.15214	0.48348	0.02498	0.19733	0.07866	type 1	sample 1332	good
0.1088	0.2059	0.01194	0.18277	0.06954	type 2	sample 1333	bad
0.15306	0.44579	0.0507	0.14763	0.08049	type 3	sample 1334	good
0.11135	0.21322	0.01598	0.17481	0.04097	type 2	sample 1335	bad
0.14643	0.48149	0.02815	0.19251	0.07291	type 1	sample 1336	good
0.15367	0.48406	0.03264	0.19949	0.07466	type 1	sample 1337	good
0.15461	0.47916	0.02395	0.19534	0.07825	type 1	sample 1338	good
0.14504	0.40434	-0.09144	0.12032	0.07398	type 4	sample 1339	bad
0.1114	0.20938	0.00611	0.18535	0.11544	type 2	sample 1340	bad
0.15274	0.39783	0.07499	0.07974	0.07832	type 3	sample 1341	good
0.38167	0.35191	0.00385	0.15679	0.07431	type 5	sample 1342	good
0.1466	0.40328	-0.09213	0.12151	0.0689	type 4	sample 1343	bad
0.14787	0.39009	-0.102	0.11907	0.0702	type 4	sample 1344	bad
0.17117	0.45127	0.04085	0.17038	0.07666	type 3	sample 1345	good
0.14962	0.38088	-0.10561	0.11498	0.07263	type 4	sample 1346	bad
0.14198	0.46346	0.03286	0.18933	0.05873	type 1	sample 1347	good
0.14902	0.38697	-0.12106	0.10687	0.07243	type 4	sample 1348	bad
0.1468	0.40954	-0.09102	0.11854	0.07031	type 4	sample 1349	bad
0.11306	0.20864	0.00854	0.18243	0.09601	type 2	sample 1350	bad
0.14729	0.38561	-0.1104	0.10863	0.07527	type 4	sample 1351	bad
0.13249	0.37708	0.09789	0.03673	0.0798	type 3	sample 1352	good
0.13949	0.37041	-0.0846	0.12505	0.0797	type 4	sample 1353	good
0.14741	0.48159	0.02864	0.19489	0.07299	type 1	sample 1354	good
0.1487	0.41081	-0.09053	0.12218	0.07653	type 4	sample 1355	bad
0.14731	0.39274	-0.10744	0.1136	0.07401	type 4	sample 1356	good
0.14835	0.4059	-0.0867	0.12341	0.06763	type 4	sample 1357	good
0.4	0.33816	0.00093	0.15141	0.07783	type 5	sample 1358	bad
0.14506	0.38823	-0.1025	0.11294	0.07246	type 4	sample 1359	bad
0.10899	0.2107	0.00282	0.18797	0.11478	type 2	sample 1360	bad
0.14931	0.3925	-0.10356	0.11352	0.07579	type 4	sample 1361	bad
0.14818	0.37849	-0.11454	0.11091	0.06895	type 4	sample 1362	good
0.41326	0.33482	-0.00117	0.15162	0.07208	type 5	sample 1363	good
0.11191	0.21193	0.01539	0.17609	0.04363	type 2	sample 1364	bad
0.14528	0.38475	-0.12036	0.10461	0.07591	type 4	sample 1365	bad
0.14482	0.37241	-0.08802	0.12143	0.07395	type 4	sample 1366	good
0.17767	0.43616	0.0475	0.14696	0.07295	type 3	sample 1367	bad
0.15967	0.46527	0.0377	0.17889	0.07694	type 3	sample 1368	good
0.41282	0.33566	0.00101	0.14962	0.07075	type 5	sample 1369	bad
0.11132	0.21395	0.01583	0.17007	-0.00054	type 2	sample 1370	bad
0.40848	0.33544	-0.00116	0.15155	0.07334	type 5	sample 1371	good
0.14819	0.48214	0.03025	0.19768	0.07435	type 1	sample 1372	good
0.15197	0.40972	0.07191	0.09467	0.0769	type 3	sample 1373	bad
0.14661	0.37865	-0.07436	0.12686	0.07223	type 4	sample 1374	bad
0.41404	0.33613	-0.00237	0.14865	0.07141	type 5	sample 1375	bad
0.11045	0.20936	0.0046	0.18691	0.12674	type 2	sample 1376	bad
0.40776	0.33584	-0.00343	0.1515	0.0715	type 5	sample 1377	bad
0.14663	0.38394	-0.0955	0.11529	0.07298	type 4	sample 1378	good
0.14723	0.40414	-0.08854	0.11875	0.07005	type 4	sample 1379	bad
0.1459	0.38251	-0.10873	0.11417	0.07565	type 4	sample 1380	bad
0.11182	0.21355	0.01536	0.17218	-0.00605	type 2	sample 1381	bad
0.14708	0.37596	-0.12019	0.10447	0.07565	type 4	sample 1382	bad
0.14718	0.40457	-0.08057	0.12382	0.06989	type 4	sample 1383	bad
0.11055	0.21158	0.01405	0.17235	-0.00248	type 2	sample 1384	bad
0.14445	0.37342	-0.09025	0.12067	0.07644	type 4	sample 1385	bad
0.11197	0.20975	0.00672	0.18809	0.11945	type 2	sample 1386	bad
0.14987	0.42542	-0.06632	0.13313	0.07503	type 4	sample 1387	good
0.14335	0.46323	0.03504	0.19072	0.06297	type 1	sample 1388	good
0.14929	0.4853	0.03005	0.19811	0.07493	type 1	sample 1389	good
0.149	0.43214	-0.04475	0.14328	0.07346	type 4	sample 1390	good
0.40934	0.33696	-0.00201	0.15127	0.07234	type 5	sample 1391	bad
0.11141	0.20524	0.01065	0.18446	0.07604	type 2	sample 1392	bad
0.15194	0.48061	0.03123	0.19622	0.07338	type 1	sample 1393	good
0.15711	0.46116	0.03735	0.17679	0.07452	type 3	sample 1394	good
0.1894	0.4346	0.04198	0.15601	0.07775	type 3	sample 1395	bad
0.14187	0.37611	-0.09703	0.11758	0.07513	type 4	sample 1396	bad
0.37187	0.35285	0.00566	0.15732	0.07888	type 5	sample 1397	good
0.11192	0.2111	0.00521	0.18969	0.12843	type 2	sample 1398	bad
0.14961	0.38801	-0.1081	0.11277	0.07358	type 4	sample 1399	good
0.14796	0.39469	-0.10215	0.11307	0.07294	type 4	sample 1400	bad
0.14733	0.48273	0.03069	0.19774	0.07407	type 1	sample 1401	good
0.14722	0.38788	-0.11413	0.10869	0.07664	type 4	sample 1402	good
0.11254	0.20976	0.0054	0.18404	0.11845	type 2	sample 1403	bad
0.15557	0.48036	0.03279	0.19875	0.07345	type 1	sample 1404	good
0.15181	0.47833	0.0242	0.19419	0.07858	type 1	sample 1405	good
0.1953	0.42982	0.04255	0.15019	0.07728	type 3	sample 1406	bad
0.1473	0.39888	-0.10222	0.11679	0.07162	type 4	sample 1407	good
0.4114	0.33514	-0.0043	0.15341	0.07617	type 5	sample 1408	good
0.14697	0.38302	-0.11079	0.10836	0.073	type 4	sample 1409	good
0.14513	0.40241	-0.09791	0.11623	0.07125	type 4	sample 1410	good
0.413	0.33614	0.00288	0.15278	0.07547	type 5	sample 1411	good
0.11241	0.21288	0.01567	0.16741	-0.0022	type 2	sample 1412	bad
0.41655	0.33493	0.00094	0.15169	0.07617	type 5	sample 1413	good
0.1655	0.44541	0.04704	0.15681	0.07889	type 3	sample 1414	good
0.14925	0.38781	-0.10321	0.11645	0.07057	type 4	sample 1415	bad
0.11161	0.2159	0.0169	0.17643	0.04085	type 2	sample 1416	bad
0.14782	0.40619	-0.09307	0.12116	0.06938	type 4	sample 1417	bad
0.15304	0.44454	-0.05284	0.13926	0.0681	type 4	sample 1418	bad
0.14745	0.48162	0.03475	0.19806	0.06873	type 1	sample 1419	good
0.10942	0.20619	0.0095	0.18577	0.08505	type 2	sample 1420	bad
0.39168	0.34408	0.00564	0.15592	0.07389	type 5	sample 1421	bad
0.18529	0.40417	0.05537	0.11447	0.077	type 3	sample 1422	good
0.39081	0.3506	0.00512	0.15775	0.0722	type 5	sample 1423	good
0.14516	0.38683	-0.08787	0.12166	0.07618	type 4	sample 1424	bad
0.10957	0.20618	0.0035	0.18645	0.13388	type 2	sample 1425	bad
0.10631	0.20555	0.01247	0.18447	0.08621	type 2	sample 1426	bad
0.14723	0.39378	-0.10143	0.11739	0.0709	type 4	sample 1427	good
0.14462	0.40323	-0.09864	0.11663	0.07285	type 4	sample 1428	good
0.15064	0.40717	-0.08427	0.12487	0.07494	type 4	sample 1429	bad
0.11092	0.21526	0.0142	0.17162	-0.00058	type 2	sample 1430	bad
0.41206	0.33417	0.00065	0.15137	0.07375	type 5	sample 1431	bad
0.14346	0.38124	-0.08914	0.1212	0.07608	type 4	sample 1432	good
0.11392	0.20497	0.00608	0.18984	0.13246	type 2	sample 1433	bad
0.11125	0.21493	0.01275	0.17637	0.04046	type 2	sample 1434	bad
0.41054	0.33423	0.0009	0.15445	0.07355	type 5	sample 1435	bad
0.10978	0.2113	0.01963	0.17614	0.04224	type 2	sample 1436	bad
0.14942	0.3997	-0.10341	0.11436	0.06958	type 4	sample 1437	good
0.10727	0.20349	0.01231	0.18434	0.0669	type 2	sample 1438	bad
0.15134	0.39642	-0.09398	0.11687	0.0732	type 4	sample 1439	good
0.14685	0.39858	-0.09352	0.11876	0.07012	type 4	sample 1440	good
0.1468	0.48206	0.0299	0.19621	0.07299	type 1	sample 1441	good
0.14654	0.41952	-0.08084	0.12529	0.07135	type 4	sample 1442	good
0.1687	0.45367	0.04114	0.16903	0.07432	type 3	sample 1443	good
0.1696	0.44617	0.04181	0.16373	0.07656	type 3	sample 1444	good
0.1079	0.21042	0.01627	0.175	0.04363	type 2	sample 1445	bad
0.14736	0.40093	-0.0999	0.11424	0.07071	type 4	sample 1446	bad
0.1554	0.47832	0.02275	0.1946	0.07667	type 1	sample 1447	good
0.41049	0.33508	0.00243	0.15312	0.07524	type 5	sample 1448	good
0.14577	0.38645	-0.10563	0.11011	0.07287	type 4	sample 1449	good
0.15572	0.4303	0.05597	0.12739	0.07384	type 3	sample 1450	bad
0.14722	0.38464	-0.07864	0.13041	0.07441	type 4	sample 1451	bad
0.14393	0.3756	-0.09027	0.12055	0.07468	type 4	sample 1452	bad
0.14705	0.39219	-0.11024	0.10898	0.06964	type 4	sample 1453	good
0.18376	0.38976	0.06453	0.09078	0.07179	type 3	sample 1454	bad
0.1187	0.32929	0.12866	-0.03997	0.07605	type 3	sample 1455	good
0.14637	0.47905	0.03073	0.19543	0.0714	type 1	sample 1456	good
0.1734	0.4523	0.03495	0.17003	0.07881	type 3	sample 1457	good
0.14924	0.42093	-0.06653	0.13192	0.072	type 4	sample 1458	good
0.14395	0.39423	-0.11315	0.10381	0.0725	type 4	sample 1459	good
0.14737	0.3846	-0.10467	0.11529	0.0734	type 4	sample 1460	good
0.14946	0.41971	-0.06606	0.132	0.07012	type 4	sample 1461	bad
0.17969	0.43618	0.04244	0.15105	0.07796	type 3	sample 1462	bad
0.11098	0.20605	0.0065	0.18801	0.13	type 2	sample 1463	bad
0.11234	0.20996	0.01324	0.17165	0.00282	type 2	sample 1464	bad
0.1543	0.48086	0.03113	0.20107	0.07424	type 1	sample 1465	good
0.14956	0.39756	-0.10537	0.11612	0.07042	type 4	sample 1466	bad
0.14321	0.46227	0.0374	0.19163	0.06109	type 1	sample 1467	good
0.15537	0.48009	0.02167	0.19574	0.07582	type 1	sample 1468	good
0.16293	0.38858	0.07427	0.07915	0.07493	type 3	sample 1469	good
0.14496	0.38469	-0.11962	0.10548	0.07296	type 4	sample 1470	good
0.14791	0.39054	-0.10404	0.11399	0.07346	type 4	sample 1471	good
0.14317	0.38556	-0.10107	0.11241	0.0718	type 4	sample 1472	bad
0.1419	0.46465	0.03563	0.19188	0.05671	type 1	sample 1473	good
0.14344	0.37603	-0.08348	0.12713	0.07462	type 4	sample 1474	bad
0.14976	0.39513	-0.10476	0.11233	0.07337	type 4	sample 1475	bad
0.14774	0.48265	0.03196	0.19229	0.07308	type 1	sample 1476	good
0.16478	0.47241	0.03074	0.19754	0.07615	type 1	sample 1477	good
0.41069	0.3352	0.00055	0.15264	0.07536	type 5	sample 1478	good
0.14653	0.42115	-0.07879	0.12681	0.07151	type 4	sample 1479	good
0.40606	0.34033	-0.00025	0.15168	0.07215	type 5	sample 1480	bad
0.14249	0.38186	-0.08288	0.12439	0.07672	type 4	sample 1481	bad
0.14521	0.40768	-0.09322	0.11889	0.07279	type 4	sample 1482	bad
0.14737	0.3904	-0.10411	0.11168	0.07378	type 4	sample 1483	bad
0.14564	0.42831	0.06181	0.12254	0.07801	type 3	sample 1484	good
0.14614	0.46085	0.03272	0.19296	0.06274	type 1	sample 1485	good
0.40941	0.33886	-0.00032	0.14986	0.07624	type 5	sample 1486	bad
0.16402	0.42183	0.05537	0.12481	0.07777	type 3	sample 1487	good
0.14274	0.46293	0.03276	0.19216	0.05923	type 1	sample 1488	good
0.157	0.47809	0.03037	0.19812	0.0737	type 1	sample 1489	good
0.14992	0.39572	-0.10345	0.11507	0.07106	type 4	sample 1490	bad
0.14831	0.39114	-0.10317	0.11436	0.07578	type 4	sample 1491	good
0.41552	0.33366	-0.00214	0.14827	0.07429	type 5	sample 1492	good
0.41384	0.33468	0.00105	0.15315	0.06961	type 5	sample 1493	bad
0.14678	0.38745	-0.10358	0.11325	0.07489	type 4	sample 1494	good
